record_origin,display_priority,dedupe_key,poi_id,name,city,region,country,primary_source,osm_id,wikidata_id,wikipedia_title,primary_category,display_categories,themes,review_status,is_active,short_description,base_significance_score,quality_score,walk_affinity_hint,drive_affinity_hint,historical_flag,cultural_flag,scenic_flag,infrastructure_flag,food_identity_flag,lon,lat,merge_note
database,50,osm:node/4582015054,ce574436-94ce-4ebe-8334-ca49a41711d7,Civilian Conservation Corps Worker Statue,santa-fe,new-mexico,usa,osm_overpass,node/4582015054,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,62.50,0.55,0.60,t,f,f,f,f,-105.9405478,35.6830784,
database,50,osm:way/472254333,571a81ec-dd7d-4660-b485-e9bd7343a87d,Cloud Cliff,santa-fe,new-mexico,usa,osm_overpass,way/472254333,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,65.00,0.90,0.60,f,f,f,f,f,-105.96554890591733,35.663375769685125,
database,50,osm:way/713477417,ac622b55-116d-4be6-9a08-520a5c070e85,Colonia Prisma Park,santa-fe,new-mexico,usa,osm_overpass,way/713477417,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.04727766404025,35.62730009831776,
database,50,osm:node/4582185513,483d7360-ee56-40fe-9049-6c776dcdd63a,Convergence Gallery,santa-fe,new-mexico,usa,osm_overpass,node/4582185513,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,80.00,0.90,0.60,f,f,f,f,f,-105.9188134,35.6795318,
database,50,osm:node/11228566539,801c3cf5-5ecc-4510-aae9-83d6f727e0cf,Copper Topp Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11228566539,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,77.50,0.90,0.60,f,f,f,f,f,-105.9390721,35.6867574,
database,50,osm:way/313520082,0ae4182c-d7e6-4229-8469-4a75c932fcab,Cornell Building,santa-fe,new-mexico,usa,osm_overpass,way/313520082,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,62.50,0.55,0.90,t,f,f,f,f,-105.94095699287399,35.68737530806317,
database,50,osm:way/493748674,60273036-5360-4df2-93bd-22a24e17add3,Cristo Rey Catholic Church,santa-fe,new-mexico,usa,osm_overpass,way/493748674,Q55284862,Cristo_Rey_Church,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,65.00,90.00,0.55,0.60,f,t,f,f,f,-105.91748752722808,35.67878962770086,
database,50,osm:node/6392062194,415bb242-92ea-4e75-9dfd-772e370c4d83,Cross of the Martyrs,santa-fe,new-mexico,usa,osm_overpass,node/6392062194,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,60.00,0.55,0.90,f,f,f,t,f,-105.9329446,35.6895073,
database,50,osm:node/6392062211,e2576ecd-79a4-4e67-aff7-722a0cff65fa,Cross of the Martyrs Hill,santa-fe,new-mexico,usa,osm_overpass,node/6392062211,,,scenic,scenic,,needs_review,t,Viewpoint with a strong terrain and settlement read.,60.00,57.50,0.55,0.90,f,f,t,f,f,-105.932961,35.689543,
database,50,osm:way/695871644,20bceb3b-f737-4781-bf37-6a74ab5721fc,Crypt,santa-fe,new-mexico,usa,osm_overpass,way/695871644,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,60.00,0.55,0.90,t,f,f,f,f,-105.9508859,35.696181550000006,
database,50,osm:node/12294971139,7d9c38ac-2157-4777-a2ae-ad5a183ebf4f,Cynde Roof Fine Art,santa-fe,new-mexico,usa,osm_overpass,node/12294971139,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9380702,35.6865985,
database,50,osm:way/886905636,ce2f77fe-b6aa-4979-aec3-c401bd412219,Cypress Park,santa-fe,new-mexico,usa,osm_overpass,way/886905636,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,57.50,0.75,0.60,f,f,t,f,f,-106.04577753203584,35.64910120754969,
database,50,osm:way/474923813,1ff62b10-a02c-487b-be83-143c79dae547,Dancing Ground Park,santa-fe,new-mexico,usa,osm_overpass,way/474923813,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-106.01117991779383,35.63043602099292,
database,50,osm:node/11247387370,ede84433-0c53-4839-8e89-4f4837301b29,Dane Wells Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11247387370,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,65.00,0.90,0.60,f,f,f,f,f,-105.940378,35.6872574,
database,50,osm:way/1119414888,01454d7a-34f1-4914-967d-5dfaafb32cf7,Dawson's Park,santa-fe,new-mexico,usa,osm_overpass,way/1119414888,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-106.02941229634878,35.64302671292608,
database,50,osm:way/704248116,af03396b-1ff5-456c-b9d9-534df9f93046,De Fouri Street Bridge,santa-fe,new-mexico,usa,osm_overpass,way/704248116,,,civic,civic,,needs_review,t,"Replaced the original, narrower bridge",64.00,62.50,0.55,0.90,f,f,f,t,f,-105.94567700773159,35.68779679312027,
database,50,osm:way/861291261,0a7a3060-2277-4120-bcb0-95af02080506,Delgado Street Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291261,Q85756275,Delgado_Street_Bridge,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",71.00,77.50,0.55,0.90,f,f,f,t,f,-105.93114549408732,35.684448810353636,
database,50,osm:way/705743758,42c3b041-b4af-4ec3-a8da-c5e6f13dd455,Dempsey Pipeline,santa-fe,new-mexico,usa,osm_overpass,way/705743758,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,62.50,0.55,0.90,f,f,f,t,f,-105.9130945964695,35.703007529161475,
database,50,osm:node/4700353311,2c09aef8-6edb-4d76-a93b-4d2101b6f51f,Dendahl House Historic Site,santa-fe,new-mexico,usa,osm_overpass,node/4700353311,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.9454097,35.6860229,
database,50,osm:node/4698366396,a6d73a65-0add-4f72-bed9-1db50661778b,Denver & Rio Grande Western Railroad Depot,santa-fe,new-mexico,usa,osm_overpass,node/4698366396,,,history,history|civic,,needs_review,t,Historic site with strong local landscape context.,68.00,57.50,0.55,0.90,t,f,f,t,f,-105.9463264,35.6839395,
database,50,osm:node/7489647903,d0214b17-0d7b-4810-8c5a-fd6152bda258,Descanso,santa-fe,new-mexico,usa,osm_overpass,node/7489647903,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,60.00,0.55,0.90,t,f,f,f,f,-105.9542334,35.6883255,
database,50,osm:node/6634589741,b80967d8-db28-403e-bf62-6fa0275507d7,Descanso,santa-fe,new-mexico,usa,osm_overpass,node/6634589741,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,60.00,0.55,0.90,t,f,f,f,f,-105.9544447,35.6872907,
database,50,osm:way/435625152,97eb275b-17b2-4935-95ac-a23d42db9dd5,De Vargas Park,santa-fe,new-mexico,usa,osm_overpass,way/435625152,Q49482281,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,77.50,0.75,0.60,f,f,t,f,f,-105.94381521232808,35.68660826558366,
database,50,osm:way/461729156,1aab4550-d2b0-4ab3-9caa-e06260446232,De Vargas Street House,santa-fe,new-mexico,usa,osm_overpass,way/461729156,Q5244785,De_Vargas_Street_House,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,90.00,0.75,0.75,t,f,f,f,f,-105.9374209813306,35.68358348651408,
database,50,osm:node/4699143393,53298569-1bf8-491b-9f21-2f007a702832,Digneo-Valdes House,santa-fe,new-mexico,usa,osm_overpass,node/4699143393,Q85756894,Digneo-Valdes_House,history,history,,needs_review,t,Historic site with strong local landscape context.,75.00,85.00,0.55,0.90,t,f,f,f,f,-105.9389193,35.6814179,
database,50,osm:node/7531555578,fc6521bd-c9c0-4072-a888-7f5cec6252ce,Dish,santa-fe,new-mexico,usa,osm_overpass,node/7531555578,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.9558258,35.6720113,
database,50,osm:node/7531555535,f185751a-6838-4e57-b829-cc52f14e831d,Dish,santa-fe,new-mexico,usa,osm_overpass,node/7531555535,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.9557625,35.6720354,
database,50,osm:node/6696363459,c4725dcd-2f74-4668-83dc-b7658cb378be,Dish,santa-fe,new-mexico,usa,osm_overpass,node/6696363459,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,55.00,0.55,0.90,f,f,f,t,f,-106.022793,35.6351268,
database,50,osm:node/7777929438,df97262f-c8d3-41e5-b3b0-8ecb84f00c57,Dish,santa-fe,new-mexico,usa,osm_overpass,node/7777929438,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.9543324,35.6703829,
database,50,osm:node/9140510013,0f5abbf9-915d-4e5f-8f91-6ceca78df4d7,Dish,santa-fe,new-mexico,usa,osm_overpass,node/9140510013,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,55.00,0.55,0.90,f,f,f,t,f,-106.022678,35.6351312,
database,50,osm:node/6626953354,3cbd8813-92a4-49eb-9348-d3592b6b57c7,Dish,santa-fe,new-mexico,usa,osm_overpass,node/6626953354,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-106.02068,35.6376883,
database,50,osm:node/6626953353,6586fd78-61ec-4fe1-a7ec-9dd378081900,Dish,santa-fe,new-mexico,usa,osm_overpass,node/6626953353,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-106.0206531,35.637666,
database,50,osm:node/11954325250,e87eb9d7-d009-42e5-b501-20c3a85f8f5a,Donaciana,santa-fe,new-mexico,usa,osm_overpass,node/11954325250,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,60.00,0.55,0.90,t,f,f,f,f,-105.9935773,35.6205179,
database,50,osm:node/4699143394,e2995941-53da-4f98-9664-e3e67e70483f,Donaciano Vigil House,santa-fe,new-mexico,usa,osm_overpass,node/4699143394,Q5293824,Donaciano_Vigil_House,history,history,,needs_review,t,Historic site with strong local landscape context.,75.00,90.00,0.55,0.90,t,f,f,f,f,-105.9465683,35.687288,
database,50,osm:node/6640624216,536c0421-d0fd-470c-8d30-8c44c700fd4b,"Don Diego de Vargas Zapata Luján Ponce de León, El Marques de la Nava de Barcinas",santa-fe,new-mexico,usa,osm_overpass,node/6640624216,Q96631042,Statue_of_Diego_de_Vargas,history,history,,needs_review,t,Monument or memorial with strong public memory value.,69.00,90.00,0.55,0.60,t,f,f,f,f,-105.9384552,35.6880048,
database,50,osm:way/861291273,43eaebbe-76d3-420d-93f5-d5c673594377,Don Gaspar Avenue Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291273,Q85757371,Don_Gaspar_Bridge,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",71.00,77.50,0.55,0.90,f,f,f,t,f,-105.94022392448842,35.68496085273198,
database,50,osm:node/13370333632,cb14d71f-3d91-4938-b7d2-0400091a566e,Dorothy Scarritt McKibbin,santa-fe,new-mexico,usa,osm_overpass,node/13370333632,Q20744094,Dorothy_McKibbin,history,history,,needs_review,t,Monument or memorial with strong public memory value.,71.00,72.50,0.55,0.60,t,f,f,f,f,-105.9387232,35.6849298,
database,50,osm:node/4700353312,8de6879a-9180-478c-9db6-de712d6c63d7,Dorothy S McKibben House,santa-fe,new-mexico,usa,osm_overpass,node/4700353312,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,70.00,0.55,0.90,t,f,f,f,f,-105.9248241,35.6687048,
database,50,osm:node/11270781094,e17e4e40-aff7-4442-a69e-91fea319a2d4,DT Healing Arts Studio,santa-fe,new-mexico,usa,osm_overpass,node/11270781094,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9402931,35.6877313,
database,50,osm:way/861291266,f3a16beb-017a-4ba0-85f4-d0485243a927,East Alameda Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291266,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.9172829286263,35.68026979288523,
database,50,osm:way/788874416,61ff0c76-0a22-4e10-bcca-5c25b6c79145,East High Tank,santa-fe,new-mexico,usa,osm_overpass,way/788874416,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,72.50,0.55,0.90,f,f,f,t,f,-105.90068430454679,35.65053060547906,
database,50,osm:way/861291264,72511303-b7e1-44d3-a882-582ebf2ed56b,East Palace Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291264,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,57.50,0.55,0.90,f,f,f,t,f,-105.92337936599088,35.68047022202781,
database,50,osm:node/4576173822,cd03657c-b2e3-4f3e-ae89-dc42d09d6fe2,Ed Larson Studio,santa-fe,new-mexico,usa,osm_overpass,node/4576173822,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,60.00,0.90,0.60,f,f,f,f,f,-105.9237705,35.680227,
database,50,osm:node/9844726500,c97534d8-64f3-43ca-861f-e74e0c2696b5,Eileen Fisher,santa-fe,new-mexico,usa,osm_overpass,node/9844726500,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9384459,35.6892536,
database,50,osm:way/805297803,73d073ae-d441-4f9d-ae10-937a01d8b7d2,El Camino Park,santa-fe,new-mexico,usa,osm_overpass,way/805297803,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,65.00,0.75,0.60,f,f,t,f,f,-105.99062879905733,35.664170521976374,
database,50,osm:relation/18934145,4e6dcfd7-a301-4c15-a3dc-4281a54ca072,El Camino Real de Tierra Adentro National Historic Trail - Ohkay Owingeh Branch - Santa Fe County,santa-fe,new-mexico,usa,osm_overpass,relation/18934145,,Camino_Real_in_New_Mexico,history,history,,needs_review,t,Historic site with strong local landscape context.,73.00,82.50,0.55,0.90,t,f,f,f,f,-106.09929009999999,35.7820047,
database,50,osm:relation/18928390,bd4ac532-bd44-466f-bb95-f9384182b9da,El Camino Real de Tierra Adentro National Historic Trail - Santa Fe County,santa-fe,new-mexico,usa,osm_overpass,relation/18928390,,Camino_Real_in_New_Mexico,history,history,,needs_review,t,Historic site with strong local landscape context.,73.00,80.00,0.55,0.90,t,f,f,f,f,-106.0935744,35.611230899999995,
database,50,osm:way/844679348,aad7c1b2-c687-4951-950c-583afa75492f,Elliot Barker House,santa-fe,new-mexico,usa,osm_overpass,way/844679348,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,77.50,0.55,0.90,t,f,f,f,f,-105.93199847202943,35.686386252185855,
database,50,osm:node/4578345318,1b49fced-0fdf-4411-8f6e-bd03231dd3ab,Elmore Gurd Contemporary,santa-fe,new-mexico,usa,osm_overpass,node/4578345318,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9337049,35.6856275,
database,50,osm:way/646758511,6b1c3198-3be3-4365-ae0a-8912117da6c2,El Museo Cultural,santa-fe,new-mexico,usa,osm_overpass,way/646758511,,,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,64.00,80.00,0.75,0.75,t,f,f,f,f,-105.94970965151525,35.68248291414453,
database,50,osm:way/461696653,faaddb82-aff1-4e21-a834-169889d14760,El Patio Building,santa-fe,new-mexico,usa,osm_overpass,way/461696653,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,72.50,0.55,0.90,t,f,f,f,f,-105.94315326086371,35.68890109716771,
database,50,osm:way/725437271,d4897d1a-b1dc-4cbf-b8d8-31aaad7d3800,El Trebol Patio,santa-fe,new-mexico,usa,osm_overpass,way/725437271,,,culture,culture,,needs_review,t,Neighborhood corridor that expresses local identity at street level.,60.00,57.50,0.90,0.60,f,t,f,f,f,-105.99241659435344,35.63686816961566,
database,50,osm:node/4700306068,4e7758b8-52c7-4c91-a945-6da9491b8eb4,El Zaguán,santa-fe,new-mexico,usa,osm_overpass,node/4700306068,Q85758844,El_Zaguan,history,history,,needs_review,t,Also known as the James L. Johnson House & Garden.,75.00,87.50,0.55,0.90,t,f,f,f,f,-105.9300183,35.6822575,
database,50,osm:node/6594202399,55ec0b7f-dc8b-4d14-aa0c-051d0bf56fa8,Entry Pocket Park,santa-fe,new-mexico,usa,osm_overpass,node/6594202399,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,55.00,0.75,0.60,f,f,t,f,f,-105.9463795,35.6847981,
database,50,osm:way/720343646,b86ce2e4-b378-42fa-b4c5-8b2b37a9a21c,Escondida Court Park,santa-fe,new-mexico,usa,osm_overpass,way/720343646,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,62.50,0.75,0.60,f,f,t,f,f,-105.98745403873387,35.653195322335954,
database,50,osm:way/830469699,c47aa329-773c-4f52-a86f-d5dc49f890a9,Estes Park,santa-fe,new-mexico,usa,osm_overpass,way/830469699,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.06862417322485,35.72046107199771,
database,50,osm:way/713496252,1ab46294-6db5-4c6f-978a-4bcd29d51672,Evergreen Park,santa-fe,new-mexico,usa,osm_overpass,way/713496252,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,67.50,0.75,0.60,f,f,t,f,f,-106.05258508455394,35.62240399746098,
database,50,osm:way/914029923,96f4c2dd-5fbd-47f1-ad36-1f69a1297c87,F-111 Fighter Jet,santa-fe,new-mexico,usa,osm_overpass,way/914029923,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,57.50,0.55,0.90,t,f,f,f,f,-106.08152315580051,35.61864302283262,
database,50,osm:way/474927059,6e31e84a-bfaf-4cdf-86cd-64407f826155,Fairway Park,santa-fe,new-mexico,usa,osm_overpass,way/474927059,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,62.50,0.75,0.60,f,f,t,f,f,-106.04353960519514,35.64281357075315,
database,50,osm:node/11270781086,9c164fd0-8dfc-4233-8229-fb32ef9e46f4,Farahnheight Gallery,santa-fe,new-mexico,usa,osm_overpass,node/11270781086,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,62.50,0.90,0.60,f,f,f,f,f,-105.939333,35.6870604,
database,50,osm:way/461696632,25bd2e15-b401-48db-961f-b15fa605a4d1,Felipe B. Delgado House,santa-fe,new-mexico,usa,osm_overpass,way/461696632,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,80.00,0.55,0.90,t,f,f,f,f,-105.9398991530851,35.687987581331875,
database,50,osm:way/729362250,bcfddeae-09e6-406b-aaae-ffa2cb803e6f,First Presbyterian Church,santa-fe,new-mexico,usa,osm_overpass,way/729362250,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,72.50,0.55,0.60,f,t,f,f,f,-105.94047432829757,35.69007448602403,
database,50,osm:node/9550978597,1f6ad50e-3e1b-47df-9be6-909b7d526589,Five Corners,santa-fe,new-mexico,usa,osm_overpass,node/9550978597,,,food,food|culture,,needs_review,t,Identity-bearing market or food place with local distinctiveness.,55.00,55.00,0.55,0.75,f,t,f,f,t,-105.9265477,35.6349906,
database,50,osm:node/357622069,fb4924d6-f187-48a0-a8e6-159f3cb07361,Footbridges Park,santa-fe,new-mexico,usa,osm_overpass,node/357622069,Q49490158,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,67.50,0.75,0.60,f,f,t,f,f,-105.9491881,35.6886417,
database,50,osm:node/6548608770,de838f62-66a4-4707-8619-5a243e226fc2,form & concept,santa-fe,new-mexico,usa,osm_overpass,node/6548608770,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,57.50,0.90,0.60,f,f,f,f,f,-105.9461277,35.6836294,
database,50,osm:node/4700306082,2603816c-2ae2-4370-a1c6-3e5c7064b84f,Fort Marcy Officer's Residence,santa-fe,new-mexico,usa,osm_overpass,node/4700306082,Q85761712,Fort Marcy Officer's Residence,history,history,,needs_review,t,Also known as the Edgar Lee Hewett House.,72.00,82.50,0.55,0.90,t,f,f,f,f,-105.938881,35.6884861,
database,50,osm:way/682544399,bf021f6a-a5d2-4367-aa56-3a1558eadf16,Fort Marcy (ruins),santa-fe,new-mexico,usa,osm_overpass,way/682544399,Q5471587,Fort_Marcy_(New_Mexico),history,history,,needs_review,t,Historic site with strong local landscape context.,75.00,80.00,0.55,0.90,t,f,f,f,f,-105.9312086644269,35.68987048946846,
database,50,osm:way/475920324,fb8c02d1-12b6-4dcd-a636-64f2b181bfcf,Frank S Ortiz Park,santa-fe,new-mexico,usa,osm_overpass,way/475920324,Q49491337,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,82.50,0.75,0.60,f,f,t,f,f,-105.9657778226111,35.695410778798454,
database,50,osm:node/11270721861,bfddd5f0-fe9f-4e3f-a26e-e51e9fff6700,Fray Angelico Chavez,santa-fe,new-mexico,usa,osm_overpass,node/11270721861,,,history,history,,needs_review,t,Monument or memorial with strong public memory value.,62.00,57.50,0.55,0.60,t,f,f,f,f,-105.937602,35.6882192,
database,50,osm:node/12162590092,b38e10a1-8ae7-4e3e-87a8-c1b5a049f37f,Freeman Gallery,santa-fe,new-mexico,usa,osm_overpass,node/12162590092,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,75.00,0.90,0.60,f,f,f,f,f,-105.9336626,35.6838156,
database,50,osm:way/310167192,e3bde91e-69e7-48f5-ba9d-7fb3f147396e,Frenchy's Field Park,santa-fe,new-mexico,usa,osm_overpass,way/310167192,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,70.00,0.75,0.60,f,f,t,f,f,-105.9835560240348,35.67213209189519,
database,50,osm:node/9734318586,5825d6b2-2b9b-4824-b134-2102a923e217,Fridgehenge,santa-fe,new-mexico,usa,osm_overpass,node/9734318586,,,history,history,,needs_review,t,Historic site with strong local landscape context.,70.00,55.00,0.55,0.90,t,f,f,f,f,-105.9765121,35.6916669,
database,50,osm:node/10740282272,c7144b1f-cf7e-4895-99b7-1aaa2dfa8b07,Gaia,santa-fe,new-mexico,usa,osm_overpass,node/10740282272,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.9328416,35.6836689,
database,50,osm:node/11270781084,ffe1f6ce-b547-47f9-b16c-46bb9b7b58a5,Galeria el Zocalo,santa-fe,new-mexico,usa,osm_overpass,node/11270781084,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,67.50,0.90,0.60,f,f,f,f,f,-105.9393201,35.6869415,
database,50,osm:node/3195215071,ceef7630-937e-4df5-b108-0cb8e650cccb,Galerie Zuger Santa Fe,santa-fe,new-mexico,usa,osm_overpass,node/3195215071,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,70.00,0.90,0.60,f,f,f,f,f,-105.940421,35.6873915,
database,50,osm:way/705632664,0a0c7112-b21c-47c9-8052-ae3cbea64a72,Galisteo Park,santa-fe,new-mexico,usa,osm_overpass,way/705632664,,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,52.00,55.00,0.75,0.60,f,f,t,f,f,-105.96403230597224,35.641140551088114,
database,50,osm:way/861291281,31c67eb0-5580-4b61-a687-2fca89c257df,Galisteo Street Bridge,santa-fe,new-mexico,usa,osm_overpass,way/861291281,,,civic,civic,,needs_review,t,"Infrastructure trace that reveals labor, circulation, or water systems.",64.00,60.00,0.55,0.90,f,f,f,t,f,-105.94157478029396,35.68555461973956,
database,50,osm:node/4576424245,91aed78c-4bc7-40f7-9b9b-20d534f266ec,Gallery 901,santa-fe,new-mexico,usa,osm_overpass,node/4576424245,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,75.00,0.90,0.60,f,f,f,f,f,-105.9260386,35.6808306,
database,50,osm:way/469253240,393f75ef-6049-4925-8de5-75d8b8e7bd5b,General Franklin E. Miles Park,santa-fe,new-mexico,usa,osm_overpass,way/469253240,Q49493199,,scenic,scenic,,needs_review,t,Landscape access point with ecological or scenic value.,56.00,80.00,0.75,0.60,f,f,t,f,f,-105.98311121256513,35.65396026354028,
database,50,osm:way/494951372,dd546c67-d283-4145-953d-cfbe2269ca52,George Cuyler Preston House,santa-fe,new-mexico,usa,osm_overpass,way/494951372,,,history,history,,needs_review,t,Historic site with strong local landscape context.,68.00,72.50,0.55,0.90,t,f,f,f,f,-105.9324634301584,35.68714962727252,
database,50,osm:way/461696666,b883ab6b-4607-4e38-ae1f-74f0d00f530c,Georgia O'Keeffe Museum,santa-fe,new-mexico,usa,osm_overpass,way/461696666,Q1509304,Georgia_O'Keeffe_Museum,history,history,,needs_review,t,Museum or interpretive site with clear historical context.,71.00,90.00,0.75,0.75,t,f,f,f,f,-105.94117807388015,35.689177331225984,
database,50,osm:node/4578312605,395ef154-31d6-42e9-a83b-51410d65cefb,Gerald Peters Gallery,santa-fe,new-mexico,usa,osm_overpass,node/4578312605,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,75.00,0.90,0.60,f,f,f,f,f,-105.9340007,35.6817418,
database,50,osm:node/11270781168,09606587-5ae3-4109-8db3-6fcd3564307b,Good Folk,santa-fe,new-mexico,usa,osm_overpass,node/11270781168,,,art,art,,needs_review,t,Art space with strong corridor-level cultural identity.,56.00,67.50,0.90,0.60,f,f,f,f,f,-105.938123,35.6891834,
database,50,osm:way/484115759,ca346c66-8cb1-473d-b52d-6c7d5a9df791,Grace Community Church,santa-fe,new-mexico,usa,osm_overpass,way/484115759,,,culture,culture,,needs_review,t,Ritual or religious site with strong cultural continuity.,58.00,60.00,0.55,0.60,f,t,f,f,f,-105.98382079694031,35.64644966288204,
database,50,osm:node/357606080,5f043662-04ce-4f6d-a95f-139db3b2adc9,Granite Point,santa-fe,new-mexico,usa,osm_overpass,node/357606080,Q49032893,,scenic,scenic,,needs_review,t,Landscape feature with clear scenic or ecological legibility.,61.00,67.50,0.55,0.90,f,f,t,f,f,-105.8694645,35.6989199,
database,50,osm:way/483857409,62030305-b42f-4cd8-ace8-bdcd3a469020,Grant Avenue,santa-fe,new-mexico,usa,osm_overpass,way/483857409,Q114235938,,history,history,,needs_review,t,Historic site with strong local landscape context.,74.00,85.00,0.55,0.90,t,f,f,f,f,-105.93945625,35.692868000000004,
database,50,osm:way/474449883,f531c186-afd6-4ac3-9b2b-9490580e0b16,Greer Garson Theatre,santa-fe,new-mexico,usa,osm_overpass,way/474449883,,,culture,culture,,needs_review,t,Cultural venue that signals local performance and public life.,56.00,75.00,0.75,0.60,f,t,f,f,f,-105.97805283236987,35.65907612679134,
